_id,experiment_id,handle,score
58d64cf668f62067806a5b76,58d6425f68f62067806697e0,10Acompany,0.8222714381262651
58d64cf668f62067806a5b77,58d6425f68f62067806697e0,1DarkLevel,0.9438722350266514
58d64cf668f62067806a5b78,58d6425f68f62067806697e0,2W2M,0.4292496828067678
58d64cf668f62067806a5b79,58d6425f68f62067806697e0,AAKinal,0.9613619754583898
58d64cf668f62067806a5b7a,58d6425f68f62067806697e0,ABRAHAMKHANGUL1,0.8907936922549354
58d64cf668f62067806a5b7b,58d6425f68f62067806697e0,AIncontri,0.904585734194206
58d64cf668f62067806a5b7c,58d6425f68f62067806697e0,AdrianaLima,0.9517777251166053
58d64cf668f62067806a5b7d,58d6425f68f62067806697e0,AgataPos,0.9316192751505432
58d64cf668f62067806a5b7e,58d6425f68f62067806697e0,AishaJimoh,0.9719858885840836
58d64cf668f62067806a5b7f,58d6425f68f62067806697e0,AlabMilano,0.9027934440468464
58d64cf668f62067806a5b80,58d6425f68f62067806697e0,AmbraZ,0.860076205678156
58d64cf668f62067806a5b81,58d6425f68f62067806697e0,AmenStyle,0.9190403460112272
58d64cf668f62067806a5b82,58d6425f68f62067806697e0,Andrea_Pompilio,0.9109648034815102
58d64cf668f62067806a5b83,58d6425f68f62067806697e0,AngelosFrentzos,0.87849078147629
58d64cf668f62067806a5b84,58d6425f68f62067806697e0,AppleCustardS,0.9396986902653548
58d64cf668f62067806a5b85,58d6425f68f62067806697e0,AquilanoRimondi,0.8424990136886338
58d64cf668f62067806a5b86,58d6425f68f62067806697e0,ArchitecturePho,0.8620803588717842
58d64cf668f62067806a5b87,58d6425f68f62067806697e0,ArenaGiletti,
58d64cf668f62067806a5b88,58d6425f68f62067806697e0,ArthurArbesser,0.9788068909608221
58d64cf668f62067806a5b89,58d6425f68f62067806697e0,AugustAlsina,0.855651639211983
58d64cf668f62067806a5b8a,58d6425f68f62067806697e0,AveryTharp,0.9525148228973818
58d64cf668f62067806a5b8b,58d6425f68f62067806697e0,BDesignSrl,0.9245220858592925
58d64cf668f62067806a5b8c,58d6425f68f62067806697e0,BGasperini,0.715316318495075
58d64cf668f62067806a5b8d,58d6425f68f62067806697e0,BPCM,0.963737141349145
58d64cf668f62067806a5b8e,58d6425f68f62067806697e0,Ballestrazzi,0.9375388058707037
58d64cf668f62067806a5b8f,58d6425f68f62067806697e0,Bark_italy,0.6830176202578899
58d64cf668f62067806a5b90,58d6425f68f62067806697e0,Baselworld,0.9353665523640012
58d64cf668f62067806a5b91,58d6425f68f62067806697e0,BeggandCompany,0.9769835811388377
58d64cf668f62067806a5b92,58d6425f68f62067806697e0,Bistrusso,0.9490333532946196
58d64cf668f62067806a5b93,58d6425f68f62067806697e0,BongenieGrieder,0.9001562493266828
58d64cf668f62067806a5b94,58d6425f68f62067806697e0,COME4BREAKFAST,0.9363581426092487
58d64cf668f62067806a5b95,58d6425f68f62067806697e0,COSTUMEIN,0.7398874886757094
58d64cf668f62067806a5b96,58d6425f68f62067806697e0,COTE_Italia,0.7866213617865789
58d64cf668f62067806a5b97,58d6425f68f62067806697e0,CabbageCatMemes,0.7958084777309583
58d64cf668f62067806a5b98,58d6425f68f62067806697e0,Care_Label,0.9039427427401595
58d64cf668f62067806a5b99,58d6425f68f62067806697e0,CareersAtSaks,0.8369254381035524
58d64cf668f62067806a5b9a,58d6425f68f62067806697e0,CarlaHinojosaR,0.8421413579051561
58d64cf668f62067806a5b9b,58d6425f68f62067806697e0,CarolinaWyser,0.9694984362277362
58d64cf668f62067806a5b9c,58d6425f68f62067806697e0,Caterina_Gatta,0.9310444460590251
58d64cf668f62067806a5b9d,58d6425f68f62067806697e0,CazFashionShow,0.9444360637992151
58d64cf668f62067806a5b9e,58d6425f68f62067806697e0,CesareCasadei,0.9145448337051745
58d64cf668f62067806a5b9f,58d6425f68f62067806697e0,Ceskina92,0.9589574316777202
58d64cf668f62067806a5ba0,58d6425f68f62067806697e0,CharlineDeLucaC,0.9638067496366951
58d64cf668f62067806a5ba1,58d6425f68f62067806697e0,ChicaUghi,
58d64cf668f62067806a5ba2,58d6425f68f62067806697e0,ClaudiaAntonaci,0.904404058105231
58d64cf668f62067806a5ba3,58d6425f68f62067806697e0,ClaudiaLigari,0.9415168835768735
58d64cf668f62067806a5ba4,58d6425f68f62067806697e0,ConcreteStore,0.8912817744839573
58d64cf668f62067806a5ba5,58d6425f68f62067806697e0,CoppolaAldo,0.9090939100494037
58d64cf668f62067806a5ba6,58d6425f68f62067806697e0,CorriereSociale,
58d64cf668f62067806a5ba7,58d6425f68f62067806697e0,CoruhErkan,0.8337449375504069
58d64cf668f62067806a5ba8,58d6425f68f62067806697e0,CosmopolitanTR,0.5362468428836702
58d64cf668f62067806a5ba9,58d6425f68f62067806697e0,Cosmopolitan_IT,0.45487466448669456
58d64cf668f62067806a5baa,58d6425f68f62067806697e0,CristinaMiraldi,0.6204444542584538
58d64cf668f62067806a5bab,58d6425f68f62067806697e0,DANIELECARLOTTA,0.8985742312495069
58d64cf668f62067806a5bac,58d6425f68f62067806697e0,DATE_sneakers,0.9611431081045094
58d64cf668f62067806a5bad,58d6425f68f62067806697e0,DELIRIOUS_IT,0.7467095569094044
58d64cf668f62067806a5bae,58d6425f68f62067806697e0,DIVAmagazine,
58d64cf668f62067806a5baf,58d6425f68f62067806697e0,D_Christiansson,0.9679376200391164
58d64cf668f62067806a5bb0,58d6425f68f62067806697e0,DanielaGreco85,
58d64cf668f62067806a5bb1,58d6425f68f62067806697e0,DelfDelettrez,0.8964524547781203
58d64cf668f62067806a5bb2,58d6425f68f62067806697e0,DelfinaFendi,0.779116090447056
58d64cf668f62067806a5bb3,58d6425f68f62067806697e0,Diritto24,
58d64cf668f62067806a5bb4,58d6425f68f62067806697e0,DonatellaSgroj,0.9251877985228838
58d64cf668f62067806a5bb5,58d6425f68f62067806697e0,DriesVanNoten,0.8241439661198657
58d64cf668f62067806a5bb6,58d6425f68f62067806697e0,Dyelogfashions,0.9534615744940602
58d64cf668f62067806a5bb7,58d6425f68f62067806697e0,EOnlineUK,
58d64cf668f62067806a5bb8,58d6425f68f62067806697e0,EconomyUp,0.5969707638458623
58d64cf668f62067806a5bb9,58d6425f68f62067806697e0,ElenaGhisellini,0.938256413582812
58d64cf668f62067806a5bba,58d6425f68f62067806697e0,EleonoraM_37,0.8196025564683931
58d64cf668f62067806a5bbb,58d6425f68f62067806697e0,Eleventy_Milano,0.8638306791559087
58d64cf668f62067806a5bbc,58d6425f68f62067806697e0,EliteMarbella,0.9171342574076307
58d64cf668f62067806a5bbd,58d6425f68f62067806697e0,Enzo_Miccio,
58d64cf668f62067806a5bbe,58d6425f68f62067806697e0,Estility_moda,0.7302582681851509
58d64cf668f62067806a5bbf,58d6425f68f62067806697e0,EvaHerzigova,0.9554084417226286
58d64cf668f62067806a5bc0,58d6425f68f62067806697e0,ExpoGate,
58d64cf668f62067806a5bc1,58d6425f68f62067806697e0,FDRLibrary,0.8322894371616479
58d64cf668f62067806a5bc2,58d6425f68f62067806697e0,FIirtationship,0.8702438812125558
58d64cf668f62067806a5bc3,58d6425f68f62067806697e0,FL_official_,0.8837252462086869
58d64cf668f62067806a5bc4,58d6425f68f62067806697e0,FNStylecom,0.8593777722511965
58d64cf668f62067806a5bc5,58d6425f68f62067806697e0,FRASCOGNAMIGLIO,0.987504227976265
58d64cf668f62067806a5bc6,58d6425f68f62067806697e0,FabioSasso3,0.8807235468221472
58d64cf668f62067806a5bc7,58d6425f68f62067806697e0,Federmeccanica,0.5896026230436276
58d64cf668f62067806a5bc8,58d6425f68f62067806697e0,FightForYrWrite,0.9382302985856613
58d64cf668f62067806a5bc9,58d6425f68f62067806697e0,FilippoFed,0.835108838488748
58d64cf668f62067806a5bca,58d6425f68f62067806697e0,Filippo_Fanini,
58d64cf668f62067806a5bcb,58d6425f68f62067806697e0,FraInterlenghi,
58d64cf668f62067806a5bcc,58d6425f68f62067806697e0,FraandCleo,0.8717412821241166
58d64cf668f62067806a5bcd,58d6425f68f62067806697e0,FrancescaPaolin,0.9314973675888423
58d64cf668f62067806a5bce,58d6425f68f62067806697e0,FrancescoALOSI,0.9433508701898988
58d64cf668f62067806a5bcf,58d6425f68f62067806697e0,GIENCHI,0.7808026207293126
58d64cf668f62067806a5bd0,58d6425f68f62067806697e0,GMLorenzi,0.8864338388828386
58d64cf668f62067806a5bd1,58d6425f68f62067806697e0,GQMagazine,0.9069017733906097
58d64cf668f62067806a5bd2,58d6425f68f62067806697e0,GQitalia,0.7647970192392161
58d64cf668f62067806a5bd3,58d6425f68f62067806697e0,GetOnSwag,0.8196514740757064
58d64cf668f62067806a5bd4,58d6425f68f62067806697e0,Giacomorelli,0.9320017810510667
58d64cf668f62067806a5bd5,58d6425f68f62067806697e0,GiambattistaPR,0.8876098325893944
58d64cf668f62067806a5bd6,58d6425f68f62067806697e0,GiannaNannini,0.6758294529719019
58d64cf668f62067806a5bd7,58d6425f68f62067806697e0,Giorgio_Brato,0.8411209154161075
58d64cf668f62067806a5bd8,58d6425f68f62067806697e0,GiuGhisu,0.5090836697850825
58d64cf668f62067806a5bd9,58d6425f68f62067806697e0,Giuliana_MB,0.8868475405731348
58d64cf668f62067806a5bda,58d6425f68f62067806697e0,Glamour,0.8944916043635779
58d64cf668f62067806a5bdb,58d6425f68f62067806697e0,GlobalBlue,0.8602341990505507
58d64cf668f62067806a5bdc,58d6425f68f62067806697e0,GraziaQatar,0.9294082485085489
58d64cf668f62067806a5bdd,58d6425f68f62067806697e0,Greta_Boldini,0.8864412743316543
58d64cf668f62067806a5bde,58d6425f68f62067806697e0,GroveKris,0.971901470776396
58d64cf668f62067806a5bdf,58d6425f68f62067806697e0,HARVEYNICHOLSTR,0.8147530605824361
58d64cf668f62067806a5be0,58d6425f68f62067806697e0,HBFashionBrand,0.6016020501645927
58d64cf668f62067806a5be1,58d6425f68f62067806697e0,HarpersBAZAARGe,0.9024546092338215
58d64cf668f62067806a5be2,58d6425f68f62067806697e0,HiddlesFashion,
58d64cf668f62067806a5be3,58d6425f68f62067806697e0,Hong,0.7455261775644231
58d64cf668f62067806a5be4,58d6425f68f62067806697e0,Indigitalimages,0.6203527328691251
58d64cf668f62067806a5be5,58d6425f68f62067806697e0,InfoVerba,0.9122537874835867
58d64cf668f62067806a5be6,58d6425f68f62067806697e0,Isa_Arfen,0.8974837858242025
58d64cf668f62067806a5be7,58d6425f68f62067806697e0,JPLUSeyewear,0.8927970442444874
58d64cf668f62067806a5be8,58d6425f68f62067806697e0,JacquelineMWood,
58d64cf668f62067806a5be9,58d6425f68f62067806697e0,JeffKoons,0.897834913692525
58d64cf668f62067806a5bea,58d6425f68f62067806697e0,Ju_LeFunkyMamas,0.8332642840908242
58d64cf668f62067806a5beb,58d6425f68f62067806697e0,JulianZigerli,0.9384114134625147
58d64cf668f62067806a5bec,58d6425f68f62067806697e0,JunckerEU,0.8499897129748086
58d64cf668f62067806a5bed,58d6425f68f62067806697e0,KUBORAUM,0.8843178459043896
58d64cf668f62067806a5bee,58d6425f68f62067806697e0,Kerem_Cevahir,0.4126580133994793
58d64cf668f62067806a5bef,58d6425f68f62067806697e0,Kittima_milano,0.8752830374048254
58d64cf668f62067806a5bf0,58d6425f68f62067806697e0,KymeSunglasses,0.9782654229510536
58d64cf668f62067806a5bf1,58d6425f68f62067806697e0,LAURAFED_com,0.8484847442479949
58d64cf668f62067806a5bf2,58d6425f68f62067806697e0,LGReyewear,0.797169975941583
58d64cf668f62067806a5bf3,58d6425f68f62067806697e0,LOVEITJEANS,0.7429959177365629
58d64cf668f62067806a5bf4,58d6425f68f62067806697e0,LPJparis,0.9360346758396919
58d64cf668f62067806a5bf5,58d6425f68f62067806697e0,LVCHINO_,0.9718202785778103
58d64cf668f62067806a5bf6,58d6425f68f62067806697e0,LaTriennale,0.45885079111224414
58d64cf668f62067806a5bf7,58d6425f68f62067806697e0,LardiniOfficial,0.8732752201765664
58d64cf668f62067806a5bf8,58d6425f68f62067806697e0,LaurenEnglish_,0.7398190152642317
58d64cf668f62067806a5bf9,58d6425f68f62067806697e0,Lavi_B,0.7998831841761614
58d64cf668f62067806a5bfa,58d6425f68f62067806697e0,LeFilNoir1,0.35421410276043486
58d64cf668f62067806a5bfb,58d6425f68f62067806697e0,LedaOtto,0.8595822046346516
58d64cf668f62067806a5bfc,58d6425f68f62067806697e0,LeoColacicco23,0.7330073957801634
58d64cf668f62067806a5bfd,58d6425f68f62067806697e0,LerenieS,0.752641326643316
58d64cf668f62067806a5bfe,58d6425f68f62067806697e0,LesHommes_,0.9224198252344465
58d64cf668f62067806a5bff,58d6425f68f62067806697e0,LiciaFlorio,0.942067703671776
58d64cf668f62067806a5c00,58d6425f68f62067806697e0,LiisJapan,0.7648903413903801
58d64cf668f62067806a5c01,58d6425f68f62067806697e0,LogosCollezioni,0.6791776351425337
58d64cf668f62067806a5c02,58d6425f68f62067806697e0,LogosPR_milano,0.9796912378564946
58d64cf668f62067806a5c03,58d6425f68f62067806697e0,LovelyPepa,0.9183373165977106
58d64cf668f62067806a5c04,58d6425f68f62067806697e0,Lu_kein,0.9483112788092136
58d64cf668f62067806a5c05,58d6425f68f62067806697e0,LucaBellei,
58d64cf668f62067806a5c06,58d6425f68f62067806697e0,LucaLarenza,0.9685252769566502
58d64cf668f62067806a5c07,58d6425f68f62067806697e0,LucioColapietro,0.9311521193749099
58d64cf668f62067806a5c08,58d6425f68f62067806697e0,MATTEO_MOLINARI,0.8123569858048911
58d64cf668f62067806a5c09,58d6425f68f62067806697e0,MTWEETB,0.835489055250485
58d64cf668f62067806a5c0a,58d6425f68f62067806697e0,MWinklaar,0.9537229182275723
58d64cf668f62067806a5c0b,58d6425f68f62067806697e0,MYZAR_store,0.939893951514313
58d64cf668f62067806a5c0c,58d6425f68f62067806697e0,MaisonAlbino,0.9519055964517764
58d64cf668f62067806a5c0d,58d6425f68f62067806697e0,MarceloBurlonx,0.9235778929742056
58d64cf668f62067806a5c0e,58d6425f68f62067806697e0,MarcheBreaks,0.5818879419448869
58d64cf668f62067806a5c0f,58d6425f68f62067806697e0,MarcoBologna01,0.963443819734527
58d64cf668f62067806a5c10,58d6425f68f62067806697e0,MarcoKailashweb,
58d64cf668f62067806a5c11,58d6425f68f62067806697e0,MarinellaRuggie,
58d64cf668f62067806a5c12,58d6425f68f62067806697e0,MarioModa80,
58d64cf668f62067806a5c13,58d6425f68f62067806697e0,MauroGasperi1,0.9316415924176135
58d64cf668f62067806a5c14,58d6425f68f62067806697e0,MaxKibardin,0.9454494390230133
58d64cf668f62067806a5c15,58d6425f68f62067806697e0,MayaEltal,0.944258866183318
58d64cf668f62067806a5c16,58d6425f68f62067806697e0,MementoDuo,0.8974808683638127
58d64cf668f62067806a5c17,58d6425f68f62067806697e0,Messagerie_man,0.7070601276361556
58d64cf668f62067806a5c18,58d6425f68f62067806697e0,MichiSantella,0.8141017546494536
58d64cf668f62067806a5c19,58d6425f68f62067806697e0,MiriamNGonzalez,0.7100163701865951
58d64cf668f62067806a5c1a,58d6425f68f62067806697e0,Modadivas,0.7851453024825504
58d64cf668f62067806a5c1b,58d6425f68f62067806697e0,MsKelseyScott,0.9428893238238134
58d64cf668f62067806a5c1c,58d6425f68f62067806697e0,MudecMi,0.48870467714313426
58d64cf668f62067806a5c1d,58d6425f68f62067806697e0,Mussomilano,0.8445553154544547
58d64cf668f62067806a5c1e,58d6425f68f62067806697e0,NETAPORTER,0.9513520714008135
58d64cf668f62067806a5c1f,58d6425f68f62067806697e0,NFouque,
58d64cf668f62067806a5c20,58d6425f68f62067806697e0,NYMag,0.9470669563684255
58d64cf668f62067806a5c21,58d6425f68f62067806697e0,Naina,0.676747311961076
58d64cf668f62067806a5c22,58d6425f68f62067806697e0,NerviValentina,0.9577680251534118
58d64cf668f62067806a5c23,58d6425f68f62067806697e0,NextAgencyMilan,0.5243847490217111
58d64cf668f62067806a5c24,58d6425f68f62067806697e0,NimaBenatiPh,
58d64cf668f62067806a5c25,58d6425f68f62067806697e0,NinaSenicar,0.9523522764865203
58d64cf668f62067806a5c26,58d6425f68f62067806697e0,NylonMag,
58d64cf668f62067806a5c27,58d6425f68f62067806697e0,OB_FASHION,
58d64cf668f62067806a5c28,58d6425f68f62067806697e0,OPUMO_UK,
58d64cf668f62067806a5c29,58d6425f68f62067806697e0,OfficialNievesA,0.9035507699717311
58d64cf668f62067806a5c2a,58d6425f68f62067806697e0,OliviaPalermo,
58d64cf668f62067806a5c2b,58d6425f68f62067806697e0,OnaliMilano,0.9288645893506914
58d64cf668f62067806a5c2c,58d6425f68f62067806697e0,OzonaOcchiali,0.802494133829585
